Source,Target,Label,ID,Type,Weight
160,182,'thaat',,,
156,175,'thaat',,,
161,179,'thaat',,,
162,179,'thaat',,,
2,164,'jati',,,
3,163,'jati',,,
4,164,'jati',,,
5,168,'jati',,,
6,168,'jati',,,
7,167,'jati',,,
8,163,'jati',,,
10,164,'jati',,,
11,164,'jati',,,
9,164,'jati',,,
13,164,'jati',,,
14,171,'jati',,,
17,170,'jati',,,
19,164,'jati',,,
15,173,'jati',,,
16,171,'jati',,,
18,164,'jati',,,
12,165,'jati',,,
21,167,'jati',,,
22,167,'jati',,,
24,168,'jati',,,
23,167,'jati',,,
25,164,'jati',,,
20,170,'jati',,,
26,164,'jati',,,
27,163,'jati',,,
28,163,'jati',,,
30,163,'jati',,,
31,165,'jati',,,
32,164,'jati',,,
33,164,'jati',,,
29,163,'jati',,,
34,163,'jati',,,
36,163,'jati',,,
35,170,'jati',,,
81,165,'jati',,,
37,170,'jati',,,
38,168,'jati',,,
42,164,'jati',,,
40,164,'jati',,,
41,163,'jati',,,
44,170,'jati',,,
45,163,'jati',,,
46,170,'jati',,,
43,170,'jati',,,
39,163,'jati',,,
47,164,'jati',,,
49,165,'jati',,,
48,164,'jati',,,
50,163,'jati',,,
51,166,'jati',,,
52,170,'jati',,,
55,164,'jati',,,
53,167,'jati',,,
54,168,'jati',,,
56,165,'jati',,,
57,168,'jati',,,
59,171,'jati',,,
60,163,'jati',,,
61,168,'jati',,,
58,170,'jati',,,
62,170,'jati',,,
63,163,'jati',,,
64,164,'jati',,,
65,171,'jati',,,
66,163,'jati',,,
67,170,'jati',,,
70,163,'jati',,,
68,163,'jati',,,
71,163,'jati',,,
73,170,'jati',,,
69,170,'jati',,,
74,164,'jati',,,
72,171,'jati',,,
75,163,'jati',,,
76,164,'jati',,,
77,168,'jati',,,
78,168,'jati',,,
79,170,'jati',,,
80,164,'jati',,,
81,165,'jati',,,
83,170,'jati',,,
82,170,'jati',,,
84,168,'jati',,,
85,168,'jati',,,
86,170,'jati',,,
87,170,'jati',,,
88,171,'jati',,,
90,170,'jati',,,
89,170,'jati',,,
91,164,'jati',,,
112,168,'jati',,,
113,168,'jati',,,
114,168,'jati',,,
116,164,'jati',,,
92,170,'jati',,,
93,163,'jati',,,
95,164,'jati',,,
94,163,'jati',,,
96,163,'jati',,,
98,170,'jati',,,
100,163,'jati',,,
99,170,'jati',,,
101,171,'jati',,,
102,170,'jati',,,
97,165,'jati',,,
105,164,'jati',,,
104,164,'jati',,,
106,171,'jati',,,
103,171,'jati',,,
107,170,'jati',,,
108,163,'jati',,,
110,168,'jati',,,
109,169,'jati',,,
1,169,'jati',,,
111,164,'jati',,,
115,171,'jati',,,
119,163,'jati',,,
121,164,'jati',,,
117,164,'jati',,,
120,170,'jati',,,
118,163,'jati',,,
122,166,'jati',,,
127,171,'jati',,,
128,164,'jati',,,
129,168,'jati',,,
124,168,'jati',,,
125,164,'jati',,,
126,168,'jati',,,
123,170,'jati',,,
130,165,'jati',,,
132,168,'jati',,,
133,163,'jati',,,
131,171,'jati',,,
136,168,'jati',,,
134,168,'jati',,,
135,163,'jati',,,
137,168,'jati',,,
138,165,'jati',,,
140,164,'jati',,,
139,168,'jati',,,
142,164,'jati',,,
143,165,'jati',,,
144,170,'jati',,,
145,164,'jati',,,
146,164,'jati',,,
147,164,'jati',,,
141,171,'jati',,,
148,165,'jati',,,
149,164,'jati',,,
150,170,'jati',,,
151,165,'jati',,,
152,170,'jati',,,
153,163,'jati',,,
154,172,'jati',,,
155,165,'jati',,,
157,164,'jati',,,
158,168,'jati',,,
159,163,'jati',,,
160,168,'jati',,,
156,168,'jati',,,
161,170,'jati',,,
162,170,'jati',,,
2,234,'pakad',,,
3,233,'pakad',,,
4,342,'pakad',,,
5,348,'pakad',,,
6,292,'pakad',,,
7,263,'pakad',,,
8,257,'pakad',,,
10,314,'pakad',,,
11,367,'pakad',,,
9,383,'pakad',,,
13,254,'pakad',,,
14,345,'pakad',,,
17,329,'pakad',,,
19,284,'pakad',,,
15,343,'pakad',,,
16,319,'pakad',,,
18,264,'pakad',,,
12,341,'pakad',,,
21,328,'pakad',,,
22,381,'pakad',,,
24,322,'pakad',,,
23,356,'pakad',,,
25,382,'pakad',,,
20,340,'pakad',,,
26,286,'pakad',,,
27,350,'pakad',,,
28,326,'pakad',,,
30,261,'pakad',,,
31,294,'pakad',,,
32,377,'pakad',,,
33,357,'pakad',,,
29,331,'pakad',,,
34,380,'pakad',,,
36,362,'pakad',,,
35,255,'pakad',,,
81,249,'pakad',,,
37,295,'pakad',,,
38,339,'pakad',,,
42,290,'pakad',,,
40,315,'pakad',,,
41,321,'pakad',,,
44,267,'pakad',,,
45,344,'pakad',,,
46,267,'pakad',,,
43,371,'pakad',,,
39,336,'pakad',,,
47,283,'pakad',,,
49,363,'pakad',,,
48,246,'pakad',,,
50,366,'pakad',,,
51,239,'pakad',,,
52,313,'pakad',,,
55,303,'pakad',,,
53,335,'pakad',,,
54,265,'pakad',,,
56,235,'pakad',,,
57,375,'pakad',,,
59,282,'pakad',,,
60,384,'pakad',,,
61,320,'pakad',,,
58,287,'pakad',,,
62,266,'pakad',,,
63,305,'pakad',,,
64,353,'pakad',,,
65,289,'pakad',,,
66,324,'pakad',,,
67,306,'pakad',,,
70,325,'pakad',,,
68,[],'pakad',,,
71,250,'pakad',,,
73,372,'pakad',,,
69,236,'pakad',,,
74,251,'pakad',,,
72,291,'pakad',,,
75,323,'pakad',,,
76,373,'pakad',,,
77,338,'pakad',,,
78,297,'pakad',,,
79,337,'pakad',,,
80,[],'pakad',,,
81,281,'pakad',,,
83,378,'pakad',,,
82,273,'pakad',,,
84,304,'pakad',,,
85,[],'pakad',,,
86,262,'pakad',,,
87,299,'pakad',,,
88,240,'pakad',,,
90,277,'pakad',,,
89,276,'pakad',,,
91,352,'pakad',,,
112,327,'pakad',,,
113,334,'pakad',,,
114,333,'pakad',,,
116,274,'pakad',,,
92,268,'pakad',,,
93,244,'pakad',,,
95,248,'pakad',,,
94,244,'pakad',,,
96,330,'pakad',,,
98,272,'pakad',,,
100,243,'pakad',,,
99,347,'pakad',,,
101,374,'pakad',,,
102,260,'pakad',,,
97,355,'pakad',,,
105,293,'pakad',,,
104,256,'pakad',,,
106,247,'pakad',,,
103,376,'pakad',,,
107,300,'pakad',,,
108,311,'pakad',,,
110,332,'pakad',,,
109,310,'pakad',,,
1,359,'pakad',,,
111,238,'pakad',,,
115,314,'pakad',,,
119,279,'pakad',,,
121,360,'pakad',,,
117,316,'pakad',,,
120,354,'pakad',,,
118,302,'pakad',,,
122,269,'pakad',,,
127,258,'pakad',,,
128,241,'pakad',,,
129,285,'pakad',,,
124,271,'pakad',,,
125,270,'pakad',,,
126,285,'pakad',,,
123,296,'pakad',,,
130,232,'pakad',,,
132,280,'pakad',,,
133,351,'pakad',,,
131,301,'pakad',,,
136,253,'pakad',,,
134,365,'pakad',,,
135,308,'pakad',,,
137,379,'pakad',,,
138,318,'pakad',,,
140,385,'pakad',,,
139,361,'pakad',,,
142,317,'pakad',,,
143,307,'pakad',,,
144,369,'pakad',,,
145,309,'pakad',,,
146,368,'pakad',,,
147,367,'pakad',,,
141,259,'pakad',,,
148,278,'pakad',,,
149,364,'pakad',,,
150,346,'pakad',,,
151,245,'pakad',,,
152,242,'pakad',,,
153,370,'pakad',,,
154,312,'pakad',,,
155,349,'pakad',,,
157,284,'pakad',,,
158,298,'pakad',,,
159,261,'pakad',,,
160,275,'pakad',,,
156,358,'pakad',,,
161,237,'pakad',,,
162,252,'pakad',,,
2,216,'time',,,
3,200,'time',,,
4,208,'time',,,
5,196,'time',,,
6,212,'time',,,
7,207,'time',,,
8,201,'time',,,
10,207,'time',,,
11,213,'time',,,
9,212,'time',,,
13,192,'time',,,
14,192,'time',,,
17,201,'time',,,
19,218,'time',,,
15,208,'time',,,
16,196,'time',,,
18,186,'time',,,
12,186,'time',,,
21,196,'time',,,
22,214,'time',,,
24,199,'time',,,
23,195,'time',,,
25,186,'time',,,
20,211,'time',,,
26,198,'time',,,
27,212,'time',,,
28,200,'time',,,
30,194,'time',,,
31,208,'time',,,
32,216,'time',,,
33,212,'time',,,
29,201,'time',,,
34,198,'time',,,
36,208,'time',,,
35,200,'time',,,
81,216,'time',,,
37,200,'time',,,
38,210,'time',,,
42,207,'time',,,
40,208,'time',,,
41,207,'time',,,
44,212,'time',,,
45,212,'time',,,
46,212,'time',,,
43,213,'time',,,
39,215,'time',,,
47,201,'time',,,
49,188,'time',,,
48,205,'time',,,
50,208,'time',,,
51,217,'time',,,
52,207,'time',,,
55,187,'time',,,
53,190,'time',,,
54,198,'time',,,
56,200,'time',,,
57,201,'time',,,
59,207,'time',,,
60,196,'time',,,
61,216,'time',,,
58,206,'time',,,
62,200,'time',,,
63,200,'time',,,
64,186,'time',,,
65,215,'time',,,
66,199,'time',,,
67,201,'time',,,
70,201,'time',,,
68,216,'time',,,
71,185,'time',,,
73,207,'time',,,
69,201,'time',,,
74,216,'time',,,
72,215,'time',,,
75,208,'time',,,
76,196,'time',,,
77,215,'time',,,
78,199,'time',,,
79,215,'time',,,
80,192,'time',,,
81,200,'time',,,
83,200,'time',,,
82,201,'time',,,
84,207,'time',,,
85,191,'time',,,
86,199,'time',,,
87,212,'time',,,
88,197,'time',,,
90,212,'time',,,
89,212,'time',,,
91,186,'time',,,
112,200,'time',,,
113,200,'time',,,
114,212,'time',,,
116,200,'time',,,
92,201,'time',,,
93,198,'time',,,
95,186,'time',,,
94,207,'time',,,
96,201,'time',,,
98,207,'time',,,
100,208,'time',,,
99,201,'time',,,
101,201,'time',,,
102,201,'time',,,
97,208,'time',,,
105,187,'time',,,
104,200,'time',,,
106,193,'time',,,
103,213,'time',,,
107,190,'time',,,
108,190,'time',,,
110,216,'time',,,
109,189,'time',,,
1,207,'time',,,
111,187,'time',,,
115,209,'time',,,
119,215,'time',,,
121,187,'time',,,
117,215,'time',,,
120,208,'time',,,
118,187,'time',,,
122,187,'time',,,
127,202,'time',,,
128,184,'time',,,
129,201,'time',,,
124,212,'time',,,
125,186,'time',,,
126,203,'time',,,
123,219,'time',,,
130,208,'time',,,
132,196,'time',,,
133,201,'time',,,
131,213,'time',,,
136,199,'time',,,
134,201,'time',,,
135,186,'time',,,
137,208,'time',,,
138,208,'time',,,
140,184,'time',,,
139,212,'time',,,
142,201,'time',,,
143,198,'time',,,
144,212,'time',,,
145,201,'time',,,
146,199,'time',,,
147,213,'time',,,
141,201,'time',,,
148,197,'time',,,
149,197,'time',,,
150,206,'time',,,
151,204,'time',,,
152,206,'time',,,
153,206,'time',,,
154,201,'time',,,
155,212,'time',,,
157,199,'time',,,
158,212,'time',,,
159,212,'time',,,
160,215,'time',,,
156,212,'time',,,
161,201,'time',,,
162,212,'time',,,
2,220,'vadi',,,
3,229,'vadi',,,
4,220,'vadi',,,
5,229,'vadi',,,
6,229,'vadi',,,
7,221,'vadi',,,
8,224,'vadi',,,
10,226,'vadi',,,
11,220,'vadi',,,
9,229,'vadi',,,
13,229,'vadi',,,
14,229,'vadi',,,
17,222,'vadi',,,
19,220,'vadi',,,
15,220,'vadi',,,
16,226,'vadi',,,
18,220,'vadi',,,
12,225,'vadi',,,
21,226,'vadi',,,
22,224,'vadi',,,
24,229,'vadi',,,
23,224,'vadi',,,
25,220,'vadi',,,
20,220,'vadi',,,
26,229,'vadi',,,
27,226,'vadi',,,
28,222,'vadi',,,
30,226,'vadi',,,
31,222,'vadi',,,
32,222,'vadi',,,
33,226,'vadi',,,
29,222,'vadi',,,
34,225,'vadi',,,
36,229,'vadi',,,
35,222,'vadi',,,
81,229,'vadi',,,
37,225,'vadi',,,
38,225,'vadi',,,
42,224,'vadi',,,
40,225,'vadi',,,
41,221,'vadi',,,
44,220,'vadi',,,
45,229,'vadi',,,
46,220,'vadi',,,
43,226,'vadi',,,
39,224,'vadi',,,
47,224,'vadi',,,
49,227,'vadi',,,
48,224,'vadi',,,
50,229,'vadi',,,
51,220,'vadi',,,
52,226,'vadi',,,
55,220,'vadi',,,
53,229,'vadi',,,
54,222,'vadi',,,
56,220,'vadi',,,
57,229,'vadi',,,
59,226,'vadi',,,
60,226,'vadi',,,
61,224,'vadi',,,
58,224,'vadi',,,
62,221,'vadi',,,
63,220,'vadi',,,
64,224,'vadi',,,
65,220,'vadi',,,
66,221,'vadi',,,
67,225,'vadi',,,
70,224,'vadi',,,
68,229,'vadi',,,
71,229,'vadi',,,
73,226,'vadi',,,
69,222,'vadi',,,
74,222,'vadi',,,
72,220,'vadi',,,
75,229,'vadi',,,
76,229,'vadi',,,
77,224,'vadi',,,
78,224,'vadi',,,
79,224,'vadi',,,
80,229,'vadi',,,
81,229,'vadi',,,
83,220,'vadi',,,
82,222,'vadi',,,
84,224,'vadi',,,
85,224,'vadi',,,
86,220,'vadi',,,
87,229,'vadi',,,
88,229,'vadi',,,
90,229,'vadi',,,
89,229,'vadi',,,
91,225,'vadi',,,
112,229,'vadi',,,
113,229,'vadi',,,
114,224,'vadi',,,
116,224,'vadi',,,
92,220,'vadi',,,
93,225,'vadi',,,
95,224,'vadi',,,
94,225,'vadi',,,
96,224,'vadi',,,
98,229,'vadi',,,
100,229,'vadi',,,
99,220,'vadi',,,
101,229,'vadi',,,
102,220,'vadi',,,
97,229,'vadi',,,
105,222,'vadi',,,
104,222,'vadi',,,
106,231,'vadi',,,
103,229,'vadi',,,
107,220,'vadi',,,
108,220,'vadi',,,
110,229,'vadi',,,
109,225,'vadi',,,
1,226,'vadi',,,
111,224,'vadi',,,
115,224,'vadi',,,
119,229,'vadi',,,
121,224,'vadi',,,
117,220,'vadi',,,
120,220,'vadi',,,
118,224,'vadi',,,
122,224,'vadi',,,
127,222,'vadi',,,
128,224,'vadi',,,
129,220,'vadi',,,
124,229,'vadi',,,
125,229,'vadi',,,
126,220,'vadi',,,
123,222,'vadi',,,
130,229,'vadi',,,
132,224,'vadi',,,
133,220,'vadi',,,
131,229,'vadi',,,
136,220,'vadi',,,
134,222,'vadi',,,
135,225,'vadi',,,
137,224,'vadi',,,
138,222,'vadi',,,
140,231,'vadi',,,
139,224,'vadi',,,
142,222,'vadi',,,
143,225,'vadi',,,
144,229,'vadi',,,
145,225,'vadi',,,
146,224,'vadi',,,
147,220,'vadi',,,
141,224,'vadi',,,
148,221,'vadi',,,
149,229,'vadi',,,
150,224,'vadi',,,
151,229,'vadi',,,
152,220,'vadi',,,
153,222,'vadi',,,
154,226,'vadi',,,
155,220,'vadi',,,
157,220,'vadi',,,
158,224,'vadi',,,
159,226,'vadi',,,
160,222,'vadi',,,
156,220,'vadi',,,
161,222,'vadi',,,
162,222,'vadi',,,
2,229,'samvadi',,,
3,220,'samvadi',,,
4,224,'samvadi',,,
5,220,'samvadi',,,
6,220,'samvadi',,,
7,222,'samvadi',,,
8,220,'samvadi',,,
10,227,'samvadi',,,
11,224,'samvadi',,,
9,220,'samvadi',,,
13,220,'samvadi',,,
14,220,'samvadi',,,
17,221,'samvadi',,,
19,224,'samvadi',,,
15,224,'samvadi',,,
16,231,'samvadi',,,
18,224,'samvadi',,,
12,224,'samvadi',,,
21,231,'samvadi',,,
22,220,'samvadi',,,
24,220,'samvadi',,,
23,220,'samvadi',,,
25,224,'samvadi',,,
20,224,'samvadi',,,
26,220,'samvadi',,,
27,227,'samvadi',,,
28,221,'samvadi',,,
30,222,'samvadi',,,
31,223,'samvadi',,,
32,223,'samvadi',,,
33,227,'samvadi',,,
29,221,'samvadi',,,
34,224,'samvadi',,,
36,220,'samvadi',,,
35,223,'samvadi',,,
81,220,'samvadi',,,
37,224,'samvadi',,,
38,224,'samvadi',,,
42,225,'samvadi',,,
40,224,'samvadi',,,
41,222,'samvadi',,,
44,224,'samvadi',,,
45,220,'samvadi',,,
46,224,'samvadi',,,
43,222,'samvadi',,,
39,220,'samvadi',,,
47,220,'samvadi',,,
49,230,'samvadi',,,
48,220,'samvadi',,,
50,220,'samvadi',,,
51,224,'samvadi',,,
52,227,'samvadi',,,
55,224,'samvadi',,,
53,220,'samvadi',,,
54,221,'samvadi',,,
56,229,'samvadi',,,
57,220,'samvadi',,,
59,231,'samvadi',,,
60,231,'samvadi',,,
61,220,'samvadi',,,
58,220,'samvadi',,,
62,222,'samvadi',,,
63,224,'samvadi',,,
64,220,'samvadi',,,
65,224,'samvadi',,,
66,222,'samvadi',,,
67,224,'samvadi',,,
70,220,'samvadi',,,
68,220,'samvadi',,,
71,220,'samvadi',,,
73,227,'samvadi',,,
69,223,'samvadi',,,
74,223,'samvadi',,,
72,224,'samvadi',,,
75,220,'samvadi',,,
76,220,'samvadi',,,
77,225,'samvadi',,,
78,220,'samvadi',,,
79,225,'samvadi',,,
80,220,'samvadi',,,
81,220,'samvadi',,,
83,224,'samvadi',,,
82,223,'samvadi',,,
84,220,'samvadi',,,
85,220,'samvadi',,,
86,224,'samvadi',,,
87,220,'samvadi',,,
88,220,'samvadi',,,
90,220,'samvadi',,,
89,220,'samvadi',,,
91,224,'samvadi',,,
112,220,'samvadi',,,
113,220,'samvadi',,,
114,220,'samvadi',,,
116,220,'samvadi',,,
92,224,'samvadi',,,
93,224,'samvadi',,,
95,220,'samvadi',,,
94,224,'samvadi',,,
96,220,'samvadi',,,
98,220,'samvadi',,,
100,220,'samvadi',,,
99,224,'samvadi',,,
101,220,'samvadi',,,
102,224,'samvadi',,,
97,220,'samvadi',,,
105,223,'samvadi',,,
104,223,'samvadi',,,
106,221,'samvadi',,,
103,220,'samvadi',,,
107,224,'samvadi',,,
108,224,'samvadi',,,
110,230,'samvadi',,,
109,224,'samvadi',,,
1,227,'samvadi',,,
111,220,'samvadi',,,
115,220,'samvadi',,,
119,220,'samvadi',,,
121,220,'samvadi',,,
117,224,'samvadi',,,
120,224,'samvadi',,,
118,220,'samvadi',,,
122,220,'samvadi',,,
127,223,'samvadi',,,
128,220,'samvadi',,,
129,224,'samvadi',,,
124,220,'samvadi',,,
125,220,'samvadi',,,
126,224,'samvadi',,,
123,223,'samvadi',,,
130,220,'samvadi',,,
132,220,'samvadi',,,
133,224,'samvadi',,,
131,220,'samvadi',,,
136,224,'samvadi',,,
134,223,'samvadi',,,
135,224,'samvadi',,,
137,220,'samvadi',,,
138,223,'samvadi',,,
140,224,'samvadi',,,
139,220,'samvadi',,,
142,221,'samvadi',,,
143,224,'samvadi',,,
144,220,'samvadi',,,
145,224,'samvadi',,,
146,220,'samvadi',,,
147,224,'samvadi',,,
141,220,'samvadi',,,
148,222,'samvadi',,,
149,220,'samvadi',,,
150,220,'samvadi',,,
151,220,'samvadi',,,
152,224,'samvadi',,,
153,223,'samvadi',,,
154,227,'samvadi',,,
155,224,'samvadi',,,
157,224,'samvadi',,,
158,220,'samvadi',,,
159,231,'samvadi',,,
160,223,'samvadi',,,
156,224,'samvadi',,,
161,223,'samvadi',,,
162,221,'samvadi',,,
2,220,'a1',,,
3,220,'a1',,,
4,220,'a1',,,
5,220,'a1',,,
6,220,'a1',,,
7,220,'a1',,,
8,220,'a1',,,
10,220,'a1',,,
11,220,'a1',,,
9,220,'a1',,,
13,223,'a1',,,
14,230,'a1',,,
17,220,'a1',,,
19,220,'a1',,,
15,220,'a1',,,
16,220,'a1',,,
18,220,'a1',,,
12,220,'a1',,,
21,220,'a1',,,
22,220,'a1',,,
24,220,'a1',,,
23,223,'a1',,,
25,220,'a1',,,
20,220,'a1',,,
26,223,'a1',,,
27,220,'a1',,,
28,220,'a1',,,
30,220,'a1',,,
31,223,'a1',,,
32,223,'a1',,,
33,220,'a1',,,
29,220,'a1',,,
34,223,'a1',,,
36,220,'a1',,,
35,220,'a1',,,
81,220,'a1',,,
37,220,'a1',,,
38,220,'a1',,,
42,220,'a1',,,
40,223,'a1',,,
41,220,'a1',,,
44,220,'a1',,,
45,220,'a1',,,
46,220,'a1',,,
43,220,'a1',,,
39,220,'a1',,,
47,220,'a1',,,
49,230,'a1',,,
48,230,'a1',,,
50,220,'a1',,,
51,220,'a1',,,
52,220,'a1',,,
55,230,'a1',,,
53,220,'a1',,,
54,223,'a1',,,
56,220,'a1',,,
57,220,'a1',,,
59,220,'a1',,,
60,220,'a1',,,
61,220,'a1',,,
58,220,'a1',,,
62,220,'a1',,,
63,220,'a1',,,
64,223,'a1',,,
65,224,'a1',,,
66,220,'a1',,,
67,223,'a1',,,
70,220,'a1',,,
68,223,'a1',,,
71,220,'a1',,,
73,220,'a1',,,
69,223,'a1',,,
74,220,'a1',,,
72,220,'a1',,,
75,220,'a1',,,
76,220,'a1',,,
77,220,'a1',,,
78,220,'a1',,,
79,220,'a1',,,
80,223,'a1',,,
81,220,'a1',,,
83,220,'a1',,,
82,220,'a1',,,
84,225,'a1',,,
85,220,'a1',,,
86,220,'a1',,,
87,220,'a1',,,
88,223,'a1',,,
90,223,'a1',,,
89,223,'a1',,,
91,220,'a1',,,
112,220,'a1',,,
113,220,'a1',,,
114,220,'a1',,,
116,220,'a1',,,
92,220,'a1',,,
93,220,'a1',,,
95,223,'a1',,,
94,220,'a1',,,
96,220,'a1',,,
98,220,'a1',,,
100,220,'a1',,,
99,220,'a1',,,
101,225,'a1',,,
102,220,'a1',,,
97,220,'a1',,,
105,223,'a1',,,
104,223,'a1',,,
106,223,'a1',,,
103,220,'a1',,,
107,220,'a1',,,
108,220,'a1',,,
110,220,'a1',,,
109,223,'a1',,,
1,220,'a1',,,
111,223,'a1',,,
115,220,'a1',,,
119,220,'a1',,,
121,223,'a1',,,
117,224,'a1',,,
120,223,'a1',,,
118,220,'a1',,,
122,223,'a1',,,
127,223,'a1',,,
128,223,'a1',,,
129,223,'a1',,,
124,220,'a1',,,
125,220,'a1',,,
126,223,'a1',,,
123,223,'a1',,,
130,230,'a1',,,
132,220,'a1',,,
133,220,'a1',,,
131,220,'a1',,,
136,220,'a1',,,
134,223,'a1',,,
135,220,'a1',,,
137,225,'a1',,,
138,220,'a1',,,
140,220,'a1',,,
139,220,'a1',,,
142,220,'a1',,,
143,223,'a1',,,
144,220,'a1',,,
145,220,'a1',,,
146,220,'a1',,,
147,220,'a1',,,
141,220,'a1',,,
148,220,'a1',,,
149,220,'a1',,,
150,220,'a1',,,
151,230,'a1',,,
152,220,'a1',,,
153,220,'a1',,,
154,220,'a1',,,
155,220,'a1',,,
157,220,'a1',,,
158,220,'a1',,,
159,220,'a1',,,
160,223,'a1',,,
156,220,'a1',,,
161,223,'a1',,,
162,220,'a1',,,
2,225,'a2',,,
3,225,'a2',,,
4,225,'a2',,,
5,231,'a2',,,
6,231,'a2',,,
7,222,'a2',,,
8,222,'a2',,,
10,225,'a2',,,
11,225,'a2',,,
9,231,'a2',,,
13,220,'a2',,,
14,220,'a2',,,
17,223,'a2',,,
19,222,'a2',,,
15,229,'a2',,,
16,231,'a2',,,
18,225,'a2',,,
12,225,'a2',,,
21,222,'a2',,,
22,231,'a2',,,
24,231,'a2',,,
23,231,'a2',,,
25,222,'a2',,,
20,225,'a2',,,
26,220,'a2',,,
27,231,'a2',,,
28,225,'a2',,,
30,231,'a2',,,
31,220,'a2',,,
32,220,'a2',,,
33,231,'a2',,,
29,225,'a2',,,
34,220,'a2',,,
36,227,'a2',,,
35,225,'a2',,,
81,229,'a2',,,
37,225,'a2',,,
38,231,'a2',,,
42,225,'a2',,,
40,220,'a2',,,
41,225,'a2',,,
44,225,'a2',,,
45,229,'a2',,,
46,225,'a2',,,
43,225,'a2',,,
39,225,'a2',,,
47,222,'a2',,,
49,220,'a2',,,
48,220,'a2',,,
50,225,'a2',,,
51,222,'a2',,,
52,225,'a2',,,
55,220,'a2',,,
53,225,'a2',,,
54,220,'a2',,,
56,225,'a2',,,
57,222,'a2',,,
59,231,'a2',,,
60,231,'a2',,,
61,225,'a2',,,
58,231,'a2',,,
62,225,'a2',,,
63,225,'a2',,,
64,220,'a2',,,
65,221,'a2',,,
66,222,'a2',,,
67,220,'a2',,,
70,222,'a2',,,
68,220,'a2',,,
71,225,'a2',,,
73,225,'a2',,,
69,225,'a2',,,
74,225,'a2',,,
72,225,'a2',,,
75,222,'a2',,,
76,231,'a2',,,
77,225,'a2',,,
78,231,'a2',,,
79,225,'a2',,,
80,220,'a2',,,
81,229,'a2',,,
83,225,'a2',,,
82,222,'a2',,,
